Rating,Ulasan,Sentimen,Tanggal
5,Good,Positif,7/27/2024 12:54
1,Harus bayar saran gua jangan download dah,Negatif,7/27/2024 12:53
3,Untuk yang berada di luar negeri (Korea Selatan) tidak bisa mengakses khususnya saat pertandingan sepakbola,Negatif,7/27/2024 12:49
1,Gambarnya patah2 suaranyanya juga kayak kaset kusut,Negatif,7/27/2024 12:48
4,Coba dulu,Positif,7/27/2024 12:47
1,"Saya kasih bintang 1 soalnya saya lagi nggak transaksi tiba"" Saldo saya kurang",Negatif,7/27/2024 12:40
1,"Mau nonton yg live tp msih hrs berlangganan alias bayar, udh pke kuota internet suruh byr jg. Susah amat, ga guna",Negatif,7/27/2024 12:40
1,"Siaran tidak tersedia di negara mu , padahal kan saya udah premium pelit amat nonton bola timnas aja susah , tolong di perbaiki min",Negatif,7/27/2024 12:39
1,Mau Langganan kok saldo google play ku gak nambah ya padahal udah top up,Negatif,7/27/2024 12:36
5,Semoga Aplikasi Vidio Ini Setelah Di Update Lebih Baik Kualitas Tayangan Gambar & Suara Lebih Jernih.Saya Berikan 5 Bintang(☆☆☆☆☆).,Positif,7/27/2024 12:32
1,"Setelah update, terus muncul garis merah sekarang sering buffering, terus macet"" gambar terputus-putus, fyi jaringan 4g+ full bar kuota full, ya sekarang after update pokoknya tidak stabil penayangan live vidio beda sebelum update, dulu lancar bangettt",Negatif,7/27/2024 12:27
1,"Nonton live malah hilang, alasannya gangguan padahal udh hbis 100rb bulan utk nnton voli dgn timnas bola",Negatif,7/27/2024 12:22
1,Udah di belikan paketan tiap nonton alasan gangguan dan masalah perbaikan 🤣,Negatif,7/27/2024 12:11
1,Udah Beli Paket Malah Gak Bisa Nonton,Negatif,7/27/2024 12:09
2,Iklan promosikan series ratu adil nya annoying banget min jadi keganggu buat nonton acara lain,Negatif,7/27/2024 11:52
5,Mantabs,Positif,7/27/2024 11:40
5,Kenapa aplikasi vidio ku di hentikan,Negatif,7/27/2024 11:39
1,Aplikasi tidak menghadirkan opsi login untuk akun lain di tv Indihome,Negatif,7/27/2024 10:55
2,Bagus sih cuman sayang kalau ada live yg acara di tv-nya langsung jelek.kadang hilang kadang mandek2. kasian buat orang2 yg gak punya di paksa buat lihat di aplikasi sama berbayar lagi moji SCTV Indosiar langsung hilang sinyalnya,Negatif,7/27/2024 10:14
1,"Live pertandingan bola kok ada iklannya,cuma di aplikasi ini..lucu..",Negatif,7/27/2024 9:49
1,"Lg enak2ny nonton tiba2 iklan, woy gw bayar langganan cuk, nonton timnas lo dginiin ga ada nasionalisme nya ni aplikasi...mkanya knp klo timnas ditayangin sma nih aplikasi dan antek2nya gw slah satu yg ga demen, dr highlight ga jelas pendek ga lengkap, pas lg nnton kluar iklan...jelas bobrokny",Negatif,7/27/2024 9:49
1,Lagi nonton Australia vs Thailand malah tiba tiba iklan padahal udah berlangganan,Negatif,7/27/2024 9:49
1,"Sangat aneh,ada iklan di tengah pertandingan,mana panjang pula. Padahal berlangganan😄😄",Negatif,7/27/2024 9:49
1,Sudah bayar tapi ada iklan disaat pertandingan,Negatif,7/27/2024 9:46
1,terlalu banyak iklan gajelas,Negatif,7/27/2024 9:38
1,"Sangat mengecewakan. Sudah langganan. Disaat live final piala dunia tidak bisa mengakses, diminta masuk ke akun tetapi kode otp tidak dikirim lewat sms, nomer telpon sudah benar, tetapi tidak ada kode otp yang masuk sms . Sangat mengecewakan. Tidak direkomendasikan. Tambahan : tgl. 27/07/24 1.Memasukkan kode voucher sangat susah. 2.Petunjuk sangat minim bahwa kode voucher harus dimasukkan di mana, pengguna harus mutar otak utk dpt masukkan kode voucher. 3. Pembayaran RUMIT, RUMIT dan RUMIT.",Negatif,7/27/2024 9:37
2,Sayasuk persynyabgus,Positif,7/27/2024 9:33
3,Live streaming ngefreme,Negatif,7/27/2024 9:27
5,Tidak bagus aplikasi ini harus bayar,Negatif,7/27/2024 9:26
2,tidak bisa melalukan pembelian sebab beda negara .,Negatif,7/27/2024 9:06
5,Jelas,Positif,7/27/2024 9:02
4,Aplikasinya bagus banget biasanya aku nonton di situ tapi ada satu kekurangan yaitu suka iklan terus,Negatif,7/27/2024 8:46
3,Tolong pihak vidio perbaiki setiap nonton video selalu ada bug keluar sendiri,Negatif,7/27/2024 8:43
5,Bagus,Positif,7/27/2024 7:48
5,"Kalau iklan jangan terlalu lama, pada gak bisa di sekip lagi,lama mau nunggu",Negatif,7/27/2024 6:41
5,Aplikasi ini bagus banget ak jadi bisa nonton film kesukaan ku film my heart,Positif,7/27/2024 6:26
1,"Saya sudah berlangganan paket platinum buat liat basket tapi ga aktif2, saldo udah kepotong lagi, ga jelas.",Negatif,7/27/2024 6:06
1,Iklan nya sangat mengganggu,Negatif,7/27/2024 4:35
1,Sering ngelek aplikasi rusak anj,Negatif,7/27/2024 4:01
1,Sekarang oaket diamond kok 139.000... pdahal bulan bulan kemarin 69.000 .... Parahh parahhh cuan,Negatif,7/27/2024 2:24
5,Sangat bagus,Positif,7/26/2024 23:09
3,Semoga semua acara seperti ada di tivi,Positif,7/26/2024 22:52
1,"Ni apa si aplikasi udh bayar masih aja gak berkualitas saat nonton video patah2 sering leg gak karuan . Ga pantes berbayar kalo kualitas aplikasi ini sangat buruk, jelek, bobrok parah",Negatif,7/26/2024 20:47
5,Sangat bagus,Positif,7/26/2024 20:36
1,Mau langganan beli pakai Indosat malah ga bisa tolong dong bantu mau bikin premium masa ga bisa?,Negatif,7/26/2024 18:17
5,Kok sekarang video nya berbayar yah gak ada yang gratisan lagi yah,Negatif,7/26/2024 17:06
5,Sangat puas dan terhibur,Positif,7/26/2024 15:21
5,Sempurna,Positif,7/26/2024 14:41
2,Ada jugak gangguan ni,Negatif,7/26/2024 14:11
1,"jelek banget, kebanyakan iklan 1 vidio 10 iklan",Negatif,7/26/2024 14:01
1,Aplikasi sampah iklan lu kebanyakan ampe bosen liatnya dikit dikit iklan mana gabisa di skip pulak. Mending gue nonton yutub,Negatif,7/26/2024 13:57
5,bagus,Positif,7/26/2024 13:54
5,"Saya mau beli paket,,susah nya minta ampun,,,lebih susah dari merakit mesin mobil🙏",Negatif,7/26/2024 13:43
5,Video,Positif,7/26/2024 13:40
1,ga jelas pas dibutuhin buat nonton live mlh ga bisa:v,Negatif,7/26/2024 13:05
1,"Sudah langganan tiba tiba logout sendiri dan paket hilang, sudah bayar masih merepotkan, sangat buruk",Negatif,7/26/2024 12:37
4,Tolong untuk video film dan series di tambah lagi,Negatif,7/26/2024 11:45
1,Bagaimana ini sdh disaya bayar melalui dana. Kenapa tidak bisa dipakai nonton,Negatif,7/26/2024 10:51
1,Payah udah beli pulsa tpi hk bisa beli paketan,Negatif,7/26/2024 8:45
2,Ini kenapa ya aplikasinya gak mau digunakan dari Minggu kemaren heran sampe. Pdahal ga ada buat pembaruan tp masih ga bisaaa🥲🥲🥲,Negatif,7/26/2024 8:40
5,Aplikasi nya bagus bangett buruan download.......,Positif,7/26/2024 8:37
1,tayangan video skrg untuk olah raga sepak bola sangat tidak lengkap... sangat buruk,Negatif,7/26/2024 8:22
3,Tuk saat ini 3 dlu ya krna....tolong dong RCTI SM MNCTV nya di adakan krna pingin skali2 nnton acaranya klu yg lain oke mantap,Negatif,7/26/2024 8:21
1,Apk aneh.. ngulang2 sendiri.. keluar2 sendiri... Macet2 sendiri.. ga jelas Bad,Negatif,7/26/2024 7:02
1,apk gak jelas kebanyakan iklan doang,Negatif,7/26/2024 5:16
5,y.,Positif,7/26/2024 5:16
5,Baguus seruu,Positif,7/26/2024 5:05
1,kenapa saya nonton konser videonya ada yang di potong?,Negatif,7/26/2024 4:25
5,"Mantap,Filmnya keren².",Positif,7/26/2024 4:02
1,"Ngelag parah, padahal stabil untuk wifi/data. dan sll kembali ke menit awal. waktu iklan doank lancar film muter gk ada 5menit udah error lg. otw unistall aja padahal film ny bagus2",Negatif,7/26/2024 3:12
1,"Nonton pakai paket mana harus beli voucher lagi biar bisa nonton episode selanjutnya, Membagongkan sekali🧐",Negatif,7/26/2024 2:55
3,"Kata nya suruh update terbaru tapi giliran di update terbaru nggak bisa Mulu heran, tolong di perbaiki terimakasih banyak",Negatif,7/26/2024 2:05
1,Iklan nya dimana mana,Negatif,7/25/2024 18:52
5,Sangat membantu awal nya.kelanjutan nya saya sudah transfer pembayaran berlangganan paket platinum melalui mbanking bca tapi tidak terbayar dan saldo saya berkurang.bagaimana pengembalian nya,Negatif,7/25/2024 18:42
1,Pngen aja,Negatif,7/25/2024 15:04
4,Tingkatkan,Positif,7/25/2024 14:52
1,Aplikasi gaguna,Negatif,7/25/2024 14:36
1,"Udah beli paket tadi siang, tapi tidak bisa di akses di suruh beli paket lagi, kenapa bisa begini admin? 🙄",Negatif,7/25/2024 13:49
1,Aplikasi agak ruwet tidak bisa langsung nonton live,Negatif,7/25/2024 13:27
5,Bagus ....,Positif,7/25/2024 13:08
5,bisa nonton saluran tv,Positif,7/25/2024 12:54
1,Apk berbayar gajelas .uda langganan gold .keuntungan bisa nonton liga 1 .tapi ttp masih gabisa nontonnya ..gajelas asli,Negatif,7/25/2024 12:36
1,aplikasi aneh udah mau mulay kominta berlangganan sangat buruk,Negatif,7/25/2024 12:32
1,buruk,Negatif,7/25/2024 12:28
1,Apk kntl ga udh beli pulsa Telkomsel malah ggk terus,Negatif,7/25/2024 12:26
5,aplikasinya mantap,Positif,7/25/2024 10:30
2,Gangguan terus internet mati padahal aktif,Negatif,7/25/2024 10:23
1,"Maaf, kenapa setiap nyari vidio yang saya cari selalu tidak ada, padahal kata pencarian nya sudah akurat, ada beberapa FTV yang mau di tonton, tapi ga ada, apa sudah dihapus",Negatif,7/25/2024 9:35
5,Bagus & lancar,Positif,7/25/2024 9:01
1,Mantap👍,Positif,7/25/2024 8:58
2,Tolong perbaiki untuk versi sekarang. Setiap nonton live stream selalu layar hitam dan aplikasi terhenti,Negatif,7/25/2024 8:54
4,Oke,Positif,7/25/2024 6:32
2,Susah nyari buat redeem voucher. Selain itu masih ada notifikasi pilihan langganan padahal sudah berlangganan paket Diamond 1 tahun. Sudah login juga.,Negatif,7/25/2024 2:44
5,Aplikasi yang memudahkan kita untuk bisa nonton acara tv dan mendengarkan radio dimana saja.,Positif,7/25/2024 2:07
1,Aplikasi taaiii....donlot ini suruh nonton iklan doang ya ..annjjj.film 5 menit iklan setengah jam .mammpus aja kau .gk sudi donlot tainlah.,Negatif,7/25/2024 1:52
1,"BUAT YG DILUAR INDONESIA 🇮🇩 JANGAN DOWNLOAD APLIKASI INI. KARENA, WALAUPUN SUDAH MELANGGAN TIDAK BISA NONTON TV SPORTS LENGKAP. TERUTAMA, NONTON BOLA.",Negatif,7/24/2024 23:14
1,"tidak jelas,sudah beli langganan platinum tetapi tidak bisa digunakan",Negatif,7/24/2024 18:24
2,Masa main potong potong saldo aja gak ada pemberitahuan dahulu sangat jelek langganan dengan video jelas itu duit buat yang lain malah di potong tanpa ada pemberitahuan dahulu,Negatif,7/24/2024 16:48
5,Polemik itu di Yang Yang,Positif,7/24/2024 15:44
1,"Lagi asyik nonton malah ada iklan apk hampir 10kali, alhasil yg td nya ditonton masih ada, udh selesai -_-",Negatif,7/24/2024 15:31
1,"Sudah langganan paket Olimpiade, malah gak bisa nonton pertandingan bolanya",Negatif,7/24/2024 14:30
1,"Kemarin udah download film, pas mau nonton kok ga ada di daftar unduhan... Ahh kecewaa",Negatif,7/24/2024 14:26
1,3 DOSA BESAR APLIKASI VIDIO 1. LIGA INDONESIA TIDAK SUPPORT 60FPS 2. IKLAN TERLALU BANYAK SAAT LIVESTREAMING TV LOKAL 3. HARGA PAKET LIGA INGGRIS TERLALU MAHAL,Negatif,7/24/2024 14:10
1,"Di aplikasi tertera jika membeli paket platinum akan bonus paket olympics, ternyata pas udah dibeli tetep harus add on paket olympics. Hahaha pembohongan publik ini namanya. Sangat kecewa dengan vidio.",Negatif,7/24/2024 13:45
1,Aplikasi apa ini gua Udah beli paket olympic 2024 tapi tetap gak bisa dibuka apa ini! Mending hapus aja,Negatif,7/24/2024 13:41
1,"Beli paket buat nonton bola, tapi siaran livenya malah kadang gak keluar gambarnya. Dan ini 100% bukan karna sinyal.",Negatif,7/24/2024 13:39
5,Saya kasih bintang 5. Karena sudah bisa nonton bola tidak DRM lagi. Diprotes baru bisa nonton bola.,Positif,7/24/2024 13:29
1,Aplikasinya error mulu. Masa setiap kali buka munculnya my nerd girl mulu padahal nggak nekan sama sekali loh.,Negatif,7/24/2024 13:20
2,aplikasi babi,Negatif,7/24/2024 13:16
5,Aplikasi nya bagus dan nyaman untuk nonton dan layar cerah dan bagus ☺️,Positif,7/24/2024 13:07
1,"Scam beli paket olympic games Paris 2024, notenya ""all event olympic games 2024"" pas udah tanyang paket gak tersedia suruh bayar lagi buat spot tv. Halah scam sampah.",Negatif,7/24/2024 13:03
1,Sangat mengecewakan.. Kenapa setiap mau nonton yang live masuk nya ke film lain terus di arahin nya... Nyampai bosan lihatnya . Tolong lh di perbaiki sistemnya,Negatif,7/24/2024 12:51
2,Ini kenapa sekarang jadi lemot buka pertandingan live,Negatif,7/24/2024 11:59
5,Sangat bagus,Positif,7/24/2024 11:53
1,"mahal brok ,mau hiburan nonton bola aja susah",Negatif,7/24/2024 11:09
1,Kebanyakan ngebug,Negatif,7/24/2024 10:57
5,Aplikasinya bagusss,Positif,7/24/2024 10:26
1,"Aplikasi ini Bagus Ada satu cara, biar orang meminat aplikasi ini Cara nya banyakin gratisan nya dan Film nya jangan blur atau kaburrr",Positif,7/24/2024 10:02
1,fitur tonton ulang acara TV yang sudah tayang ga jelas.. dah beberapa hari ini drama yang sering tak tonton karna saya ga bisa nonton secara live jadi fikir nonton ulang.. eh ternyata ga bisa di tonton.. padahal sudah langganan paket.. kecewa..,Negatif,7/24/2024 8:32
1,"Ga jelas penagihannya kapan, tau2 habis aja duit di wallet.",Negatif,7/24/2024 7:17
4,film bagus tapi terkendala sesekali buffering padahal speed test internet normal 250Mbps tolong via server local 🙏,Negatif,7/24/2024 4:19
1,Mau nonton bola aja harus ribet semenjak ada ni aplikasi,Negatif,7/24/2024 3:15
1,Dikit kali filmnya payah,Negatif,7/24/2024 2:18
5,Aku suka,Positif,7/24/2024 1:22
1,Ini kenapa ya kok di tonton aplikasi nya memuat terus padahal sinyal Wifi nya bagus,Negatif,7/23/2024 22:54
1,"APLIKASI MALING,ADA DANA TIBA"" ILANG DI AMBIL APLIKASI GAJELAS!!!!",Negatif,7/23/2024 17:36
5,"beri gue bintang 7, puuuuciiing loch gue @#!!$#₩₩₩!!!",Positif,7/23/2024 16:47
3,"Gk kyk dlu,bisa download film,skrg gk bisa hrs langganan dlu",Negatif,7/23/2024 16:22
5,The best,Positif,7/23/2024 16:16
4,Iklan nya itu loh banyakkk😡,Negatif,7/23/2024 16:03
3,"Nonron Voli jadi berbayar. Kuota juga sudah kena, maaf Aku kurangi bintang",Negatif,7/23/2024 15:46
2,Skrang di vidio ngga bisa nonton anime di perangkat kedua/Tv. Pdahal dulu bisa.. mesti nonton d hp malesin ngga bisa nonton bareng kluarga. Padahal udah premier platinum. Udah 3 tahun langganan. hadeuh..,Negatif,7/23/2024 15:34
1,"PANTES LU DAPET BINTANG SATU BENER BENER KEBANYAKAN IKLAN KEK KEKURANGAN DUIT AJA LU BRP MENIT DIKIT IKLAN TRUS BANYAK GANGGUANNYA DIHHH SIAPA JUGA YANG BAKAL MAU BELI PREMIUM KALI BANYAK GANGGUANNYA, BELUM TENTU BELI PREMIUM G ADA GANGGUAN WKWKWKWKKKK",Negatif,7/23/2024 15:32
1,"Aplikasi gak jelas, nonton streaming aja di persulit, kenapa pas mau nonton streaming ada tulisan ""sesi drm udah berakhir"", padahal udah diotak atik tetep gak bisa, mana udah langganan lagi",Negatif,7/23/2024 13:56
1,"Sangat buruk, sudah langganan tapi tidak bisa nonton pas indo vs Timor leste malam ini, sesi DRM udah berakhir, apaan itu????? PREEETTT..MENYESEL LANGGANAN",Negatif,7/23/2024 13:51
3,minta tolong kepada vidio...nasib kami yg berlangganan lebih cepat 1 menit sama tv digital UHF...tolong diperbaiki supaya waktu tidak ada perbedaan terima kasih,Negatif,7/23/2024 13:46
1,Ga guna puya ngapin harus bauar buat apa bikin apk ga jelas,Negatif,7/23/2024 13:44
1,Aplikasi gak isok di buka nonton live timnas Indonesia U-19 vs Timor Leste,Negatif,7/23/2024 13:38
1,Maaf maaaaaaf terpaksa sy uninstall lagi. Iklannya ga nahaaaaan.... 🙆🤦‍♂️,Negatif,7/23/2024 13:36
5,Ok saya suka,Positif,7/23/2024 13:31
1,open bo,Negatif,7/23/2024 13:28
1,"Kek taeekkk mau nonton Indonesia aja susah,, DRM gangguan terus Gax guna ni aplikasi ngabisin beli paket aja",Negatif,7/23/2024 13:26
1,Apk payah,Negatif,7/23/2024 13:22
1,"Makin ga jelas, mau nonton susah DRM DRM.. sia2 saya bayar berlangganan",Negatif,7/23/2024 13:18
1,SEMUANYA AJA SERBA BAYAR,Negatif,7/23/2024 13:07
1,"Sudah beli paket tp gak support DRM, dipersulit akses",Negatif,7/23/2024 13:07
1,"platinum 1x eh malah ngmbil duit gw terus""an aneh ga sopan blok tiba"" ngmbil duit org ga minta persetujuan",Negatif,7/23/2024 13:03
1,Mengecewakan....,Negatif,7/23/2024 12:57
5,Mntap,Positif,7/23/2024 12:53
1,"Bener downloadny GRATS, tp mau nonton bola timnas, harus kudu beli paket dahulu",Negatif,7/23/2024 12:52
1,Udah beli paket malah kagak bisa d pakai heran bangke bangke,Negatif,7/23/2024 12:51
1,"Dear Vidio, Saya sudah berlangganan sejak lama, Tetapi kenapa mau nonton timna u19 dan timnas voli DRM, Keterangan DRM, DRM DRM, SANGAT MENGECEWAKAN 👎👎👎 BAD SERVICE",Negatif,7/23/2024 12:50
1,Asu drm terus aplikasi apa ini,Negatif,7/23/2024 12:44
1,"Iklannya kek kontlo, udah bayar iklannya selalu bikin kaget krn volume suaranya gak sama dengan film yg di tonton.",Negatif,7/23/2024 12:43
1,"Setelah update malah gak bisa liat bola.. Tertera sesi dmr telah habis padahal hp udah suport..sebelum"" nya juga bisaa ahh kecewa sekali",Negatif,7/23/2024 12:31
1,"berlangganan vidio, divice gak suport DRM, mungkin di protect, cara ngatasinya gimna??",Negatif,7/23/2024 12:26
5,VoidspoLMOV,Positif,7/23/2024 12:21
1,"Kenapa saya sudah beli paket malah gak bisa nonton, selalu DRM padahal udah pake perangkat terbaru, ini parah bintang nya sy kurangi aja",Negatif,7/23/2024 12:14
2,ini bagaimana ini saya sudah membeli paket premium tapi kok tetap tidak bisa ditonton?????!!!!,Negatif,7/23/2024 11:46
1,Terlalu banyak iklan mana lama lagi kalau bisa sihh iklannya bisa di skip,Negatif,7/23/2024 11:34
5,Terbaik pokoknya 👍,Positif,7/23/2024 11:28
5,Adain diskon premium 50 persen dong ya kan,Positif,7/23/2024 10:47
1,Kebanyakan iklan ni apk jangan download,Negatif,7/23/2024 10:34
2,"gak ngerti,kenapa tiba² paket video saya hilang,",Negatif,7/23/2024 9:41
5,"La aplicación es buena, le doy 5 estrellas.",Positif,7/23/2024 9:01
1,Pidiyo nya bagus bagus,Positif,7/23/2024 8:36
1,Sudah berlangganan tiba2 gak bisa premium lg aneh,Negatif,7/23/2024 8:24
1,"udah beli paket diamond + spotv hbs 176k hmpir 200 tp stiap nonton tayangan sepak bola premier league di tv, tiap 30mnit knak limit screen.. padahal 1 akun satu device ga da share sana sini... herann",Negatif,7/23/2024 7:57
1,"Ini kenapa dah setiap mau login gak bisa coba daftar lg pake akun email atau nomer lain gak bisa, make FB jg gak bisa bener2 dah",Negatif,7/23/2024 7:51
5,Luar biasa hebat,Positif,7/23/2024 6:39
5,"ok banget,,, lebih ok klo freee,,,",Positif,7/23/2024 6:36
2,apk mau untung masa naruto nih naruto doang loh harus langganan di apk lain ngga berbayar juga,Negatif,7/23/2024 6:04
1,"Tiba tiba gabisa nonton konten karena ,DRM muat ulang...kecewa padahal kemarin sore masih bisa",Negatif,7/23/2024 5:25
5,Assalamualaikum wrwb ...saya itu voly mania ( lavani) saya mau langganan kog ga bisa bayar lewat aplikasi ya ???,Negatif,7/23/2024 2:24
4,Lumayan lah. Tapi iklan nya banyak,Negatif,7/23/2024 2:04
1,Jangan download banyak iklan gajelas sampe 10 kali lebih di akip jga percuma,Negatif,7/23/2024 1:47
1,Kita mau bukan mau nonton iklan. Parah,Negatif,7/22/2024 21:33
2,"Nyoba dulu lancar apa lemot nih,",Negatif,7/22/2024 16:45
3,Tonton bagus cmn sayang sekali dan sayang baget gk bisa d Tonton sambil vc👎🏻,Negatif,7/22/2024 16:21
5,Mudah,Positif,7/22/2024 15:46
5,OKe,Positif,7/22/2024 15:03
1,"apalah gw baru isi dana 100 main bayar"" aja bikin rugi mana duit pas pasan buat beli kuota malah bayar otomatis premium vidio lain kali ada notif dulu jangan main bayar otomatis gitu aja bikin rugi",Negatif,7/22/2024 14:33
2,"Gak live seperti dulu, sekarang streaming bola telat 1 menit dari live yg ditv hmm",Negatif,7/22/2024 14:04
1,"Aplikasi ini Hanya Cari Untung Sendiri, Gak ada fitur Monetisasi untuk para Creator Kecil. Yang setidaknya bisa membantu menumbuhkan ekonomi masyarakat. Justru malah menguras kantong masyarakat. Dasar sampah.",Negatif,7/22/2024 14:03
1,"Berlangganan tiap bulan, skarang malah ada DMR dicek perangkat nya udh support tapi tetep aja masih ga bisa nonton, ngaco bgt nyesel berlangganan haha",Negatif,7/22/2024 13:54
1,Sering lelet,Negatif,7/22/2024 13:47
1,"Kenapa saya tidak bisa menonton siaran piala presiden setelah pemberitahuan ""sesi DRM sudah usai"" Padahal sebelumnya masih bisa Paket pun masih ada Sedangkan live streaming yg lain bisa",Negatif,7/22/2024 13:46
1,Kata nya gratis eh pas ada pertandingan Persib pas lagi main disuruh langganan,Negatif,7/22/2024 13:30
1,Gabisa ntn piala presiden katanya DRM. Pdhl hp saya memadai,Negatif,7/22/2024 13:17
2,"Maaf mau nanya min... Ini kenapa jadi ada DRM segala, Seakan percuma kita berlangganan tapi tidak bisa menikmati tontonan. Kemarin-kemarin lancar jaya saja saya menonton dan lancar juga saya berlangganan karena banyak tontonan olahraga-nya, ini kenapa malah ada DRM segala, bikin ribet min. Saya menonton di Android TV, dan sdh beberapa bulan aman² saja dan lancar² saja... Ini kenapa harus ada DRM segala min, mohon di pertimbangkan min... Tv saya ANDROID TV XIAOMI A2 SERIES",Negatif,7/22/2024 13:05
1,Udah beli vocer buat nonton persib tapi ngga bisa di tonton koplok,Negatif,7/22/2024 12:49
1,Sangat buruk karena lama,Negatif,7/22/2024 12:43
1,Gk gratis.. nonton aja harus bayar.. emang internet lu yg byarin?,Negatif,7/22/2024 12:39
1,"Beli paket tahunan, tiap nonton live sepakbola buffering terus... Nonton streaming di website lain lancar :( :(",Negatif,7/22/2024 12:28
5,Sangat bagus dan terbaru,Positif,7/22/2024 12:21
1,"bulan lalu udah beli paket tapi masih ada iklan dan kalau nonton selalu lag padahal Internet nya bagus karena udah males akhirnya saya hapus eh saldo saya terpotong dan ga bisa balik,seharusnya lebih ditingkatkan lagi biar ga lag karena itu yang bikin saya males nonton,pas lagi enak enak nonton malah lag dan jangan potong otomatis harus nya dengan persetujuan dan menggunakan pin makan tuh 43k semoga berkah,enak dong dapet 43k cuma cuma dan saya udah berhentiin langganan",Negatif,7/22/2024 12:13
1,"Lama2 belagu nih aplikasi ini, mau nonton siaran ulang proliga aja pake segala harus beli platinum. Lihat aja bentar lagi juga tak uninstal ini aplikasi. Ngga guna, ngabisin kuota aja.",Negatif,7/22/2024 11:33
1,"Makin nggak jelas, buka film apa yang tayang pasti film cinta pertama ayah. Taik film galaku apa gimana",Negatif,7/22/2024 10:45
5,Sangat bagus,Positif,7/22/2024 10:44
1,"Udah langganan setahun lebih , DRM2 mulu ampasss",Negatif,7/22/2024 10:19
5,Bagus,Positif,7/22/2024 10:11
5,Aku suka sekali dengan aplikasi vidio,Positif,7/22/2024 8:58
4,Harusnya sih bisa bayar lewat tf,Positif,7/22/2024 8:52
5,Bagus,Positif,7/22/2024 8:38
1,"paket yg dibeli dari beli data im3, sekarang sudah tidak masuk lagi, tidak tahu salah siapa, im3 atau apk vidio , makin malas jadi nya",Negatif,7/22/2024 5:01
1,Akses premium dri im3 ga bisa,Negatif,7/21/2024 21:56
1,Ini apk apaan sih.. udah iklannya banyak terus nelan paketnya ngga ngotak. Nonton 2 episode aja yg cuma 13 menit makan pketnya sampai 2.5GB. Apknya sumpah mau habisin penghasilan org.. mikirlah kalau mau buat apk. Ngga smua org punya penghasilan yang cukup,Negatif,7/21/2024 21:31
5,Sangat puas dengan aplikasi ini,Positif,7/21/2024 21:16
1,Loading terosss.. padahal jaringan bangus.,Negatif,7/21/2024 14:39
5,Gratisan,Positif,7/21/2024 14:22
1,Server burukkk,Negatif,7/21/2024 14:19
2,"tolong kepada pihak vidio, kualitasnya diperbaiki lagi,, gambarnya selalu maju mundur, udah maju , malah mundur lagi beberapa detik,, gitu terus ,, padahal aku selalu nonton tiap hari, kan jdi kesel nontonnya 🤦",Negatif,7/21/2024 13:23
1,"Apalah aplikasi ni padahal udah download film sinyal bagus tiba tiba download nya gagal padahal udah hampir selesai, kuota udah abis buat download tapi gagal dan kuota gak dikembalikan,mohon diperhatikan kembali,rugi dong kalo kayak gini",Negatif,7/21/2024 12:41
5,Ok aj sih,Positif,7/21/2024 12:36
5,Bagus,Positif,7/21/2024 10:58
1,Punya paket diamond minta di aktifkan aja susah bangettt,Negatif,7/21/2024 10:56
5,Makasih yang sudah buat aplikasi ini jadi aku bisa nonton film magic 5 di aplikasi ini ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⭐⭐⭐⭐⭐ love 14 sama bintang 5 untuk video ini,Positif,7/21/2024 10:12
1,"Aplikasi merugikan... Bayar mulu... Upgrade upgrade mulu, iklan dibanyakin...",Negatif,7/21/2024 9:59
1,"Pelit. Udah bayar beli paket, kita sambung ke tv aja ga bisa..",Negatif,7/21/2024 9:59
1,Kebanyakan Iklan,Negatif,7/21/2024 8:42
3,"Peraturan rumit,,mau nonton timnas ja gak bisa terkendala DRM ..hadehhh mohon teknisi solusinya gimana ini",Negatif,7/21/2024 7:20
1,"gajelas banget puqi mau beli paket pake pulsa telkomsel ga bisa,padahal pulsa ada 50 ribu lebih,melayang pulsa gw gocap. netflix aja ges sekarang mah",Negatif,7/21/2024 7:03
1,Rcti terbaik,Positif,7/21/2024 4:47
5,Saran saya coba tambahkan dubbing bahasa Sunda,Positif,7/21/2024 4:39
5,"aplikasi nya bagus bngt cuy, film / series nya juga lumayan oke, yg gw suka pas langganan aplikasi ini 1. film / series yg gw mau ada semua kayak Resident Evil, 12 strong, fury, underworld dll ada semua (walaupun ga terlalu lengkap) 2. harga langganan perbulan lumayan murah untuk paket platinum 3. tampilan apk nya Simple dan enak dilihat, cuman ada beberapa kekurangan yg gw alami misalnya kadang subtitle kadang suka delay, tapi ga masalah, so tingkatkan lagi kualitas aplikasi kedepannya",Positif,7/21/2024 3:58
1,aplikasinya sering iklan terus makanya tak kasih bintang satu sering iklan,Negatif,7/21/2024 3:10
3,Versi yg lawas,Negatif,7/21/2024 1:37
5,Cukup baik tapi terkadang ada kendala sedikit,Positif,7/20/2024 22:56
1,"Saya tidak mau berlangganan otomatis, karna saldo saya lansung trpotong",Negatif,7/20/2024 22:07
1,"Gokill, kecewa banget dah, nonton udah langganan muter"" Aja vidionya, padahal udah pake wifi sama paket data masih aja, hadehhh",Negatif,7/20/2024 19:48
1,"Sudah berlangganan sesuai yang saya beli tapi gabisa, disuruh beli lagi",Negatif,7/20/2024 18:07
1,Aplikasi nggak jalas,Negatif,7/20/2024 17:52
